Date,Ltp
6/30/2021,382
7/1/2021,395
7/4/2021,390
7/5/2021,378
7/6/2021,378
7/7/2021,376
7/8/2021,383
7/11/2021,421
7/12/2021,417
7/13/2021,427
7/14/2021,425
7/15/2021,424
7/18/2021,442
7/19/2021,440
7/20/2021,430
7/22/2021,429.9
7/25/2021,429
7/26/2021,427
7/27/2021,434
7/28/2021,437
7/29/2021,447
8/1/2021,463
8/2/2021,455
8/3/2021,455
8/4/2021,461.3
8/5/2021,475.8
8/8/2021,475
8/9/2021,467
8/10/2021,513
8/11/2021,504.8
8/12/2021,540.2
8/15/2021,518
8/16/2021,522
8/17/2021,548
8/18/2021,575
8/19/2021,565
8/24/2021,538
8/25/2021,522
8/26/2021,548
8/29/2021,536
8/31/2021,511.3
9/1/2021,510
9/2/2021,498.1
9/5/2021,457
9/6/2021,502.7
9/7/2021,503
9/8/2021,480
9/9/2021,480
9/12/2021,510
9/13/2021,512.9
9/14/2021,506
9/15/2021,494
9/16/2021,476
9/20/2021,441
9/21/2021,442.5
9/22/2021,480
9/23/2021,465.2
9/26/2021,445
9/27/2021,426.2
9/28/2021,410
9/29/2021,425
9/30/2021,405
10/3/2021,395
10/4/2021,391
10/5/2021,399
10/6/2021,410.9
10/10/2021,394
10/11/2021,388
10/17/2021,396
10/18/2021,380
10/19/2021,358.8
10/20/2021,378
10/21/2021,368
10/24/2021,337
10/25/2021,370.7
10/26/2021,400
10/27/2021,399.9
10/28/2021,406
10/31/2021,429.5
11/1/2021,415
11/2/2021,439.9
11/3/2021,429
11/8/2021,426
11/9/2021,403
11/11/2021,390
11/14/2021,395
11/15/2021,408
11/16/2021,421
11/17/2021,423
11/18/2021,412
11/21/2021,410.1
11/22/2021,409
11/23/2021,398.5
11/24/2021,399
11/25/2021,400
11/28/2021,378.5
11/29/2021,380
11/30/2021,381.9
12/1/2021,384
12/2/2021,368
12/5/2021,350
12/6/2021,363
12/7/2021,349
12/8/2021,335.3
12/9/2021,338.5
12/12/2021,320
12/13/2021,300.3
12/14/2021,330.3
12/15/2021,338.1
12/16/2021,321
12/20/2021,315
12/21/2021,329
12/22/2021,351
12/23/2021,340
12/26/2021,340.1
12/27/2021,325
12/28/2021,325.1
12/29/2021,325
1/2/2022,336
1/3/2022,345
1/4/2022,368
1/5/2022,362
1/6/2022,372
1/9/2022,397
1/10/2022,411
1/11/2022,419
1/12/2022,410
1/13/2022,417
1/16/2022,425
1/17/2022,423.1
1/18/2022,420
1/19/2022,438
1/20/2022,446
1/23/2022,440
1/24/2022,416.8
1/25/2022,416
1/26/2022,408
1/27/2022,406.6
1/30/2022,436
1/31/2022,423
2/1/2022,428.4
2/3/2022,427
2/6/2022,421
2/7/2022,421
2/8/2022,415
2/9/2022,413
2/10/2022,410
2/13/2022,394.5
2/14/2022,394
2/15/2022,407
2/16/2022,397
2/17/2022,398
2/20/2022,388
2/21/2022,390
2/22/2022,397
2/23/2022,392
2/24/2022,382
2/27/2022,380
2/28/2022,375
3/2/2022,362.5
3/6/2022,366
3/7/2022,363
3/9/2022,355
3/10/2022,374
3/13/2022,388
3/14/2022,393
3/15/2022,401
3/16/2022,398.6
3/20/2022,390
3/21/2022,409
3/22/2022,419
3/23/2022,418
3/24/2022,413
3/27/2022,394.9
3/28/2022,388
3/29/2022,388
3/30/2022,401
3/31/2022,394
4/3/2022,385.7
4/4/2022,385.5
4/5/2022,382
4/6/2022,377.6
4/7/2022,384
4/11/2022,377
4/12/2022,376.9
4/13/2022,379
4/17/2022,377
4/18/2022,368.9
4/19/2022,369
4/20/2022,356
4/21/2022,360
4/24/2022,382
4/25/2022,371
4/26/2022,366.1
4/27/2022,376
4/28/2022,367
5/2/2022,357.8
5/4/2022,350.5
5/5/2022,338
5/8/2022,357
5/9/2022,352
5/10/2022,356.5
5/11/2022,368
5/12/2022,355
5/17/2022,339.1
5/18/2022,351
5/19/2022,340
5/20/2022,339.5
5/23/2022,331
5/24/2022,333
5/25/2022,336
5/26/2022,336
5/27/2022,334
5/30/2022,323
5/31/2022,320
6/1/2022,323
6/2/2022,321
6/3/2022,315
6/6/2022,317
6/7/2022,307.9
6/8/2022,316
6/9/2022,313
6/10/2022,307
6/13/2022,307.8
6/14/2022,299.9
6/15/2022,296
6/16/2022,298
6/17/2022,297
6/19/2022,283.7
6/20/2022,273.9
6/21/2022,285.8
6/22/2022,274
6/23/2022,257
6/24/2022,264.7
6/26/2022,280
6/27/2022,270
6/28/2022,267.9
6/29/2022,280
6/30/2022,298
7/1/2022,300
7/3/2022,313.1
7/4/2022,297.2
7/5/2022,293.9
7/6/2022,299
7/7/2022,290
7/8/2022,284
7/11/2022,271
7/12/2022,279
7/13/2022,295
7/14/2022,293
7/15/2022,290
7/17/2022,293
7/18/2022,297
7/19/2022,299
7/20/2022,302
7/21/2022,303
7/22/2022,292
7/24/2022,309
7/25/2022,324
7/26/2022,314
7/27/2022,321
7/28/2022,325
7/29/2022,345
7/31/2022,350
8/1/2022,341.5
8/2/2022,340
8/3/2022,340
8/4/2022,331.3
8/5/2022,329
8/7/2022,334
8/8/2022,331
8/9/2022,323
8/10/2022,320.1
8/11/2022,317
8/14/2022,315
8/15/2022,331
8/16/2022,320.5
8/17/2022,324
8/18/2022,335
8/21/2022,328.3
8/22/2022,328
8/23/2022,328
8/24/2022,327
8/25/2022,322.6
8/26/2022,320
8/28/2022,312
8/29/2022,313
8/30/2022,313.5
8/31/2022,308.3
9/1/2022,309
9/2/2022,309
9/4/2022,314
9/5/2022,314.9
9/6/2022,307.1
9/7/2022,304.2
9/8/2022,310
9/11/2022,303
9/12/2022,303.2
9/13/2022,309.2
9/14/2022,319
9/15/2022,304.1
9/16/2022,301.1
9/18/2022,292
9/20/2022,283
9/21/2022,284.2
9/22/2022,282
9/25/2022,275.5
9/27/2022,284
9/28/2022,284
9/29/2022,285
10/9/2022,295
10/10/2022,289
10/11/2022,287.9
10/12/2022,292.7
10/13/2022,294
10/16/2022,290
10/17/2022,287.5
10/19/2022,281
10/20/2022,281.9
10/23/2022,283
10/31/2022,285.5
11/1/2022,298
11/2/2022,302.9
11/3/2022,295
11/6/2022,303.7
11/7/2022,303.5
11/8/2022,299.7
11/9/2022,292.9
11/10/2022,285.1
11/13/2022,286
11/14/2022,295
11/15/2022,293
11/16/2022,297
11/17/2022,303
11/22/2022,299.9
11/23/2022,299.9
11/24/2022,308
11/27/2022,312.5
11/28/2022,309
11/29/2022,310
11/30/2022,308.4
12/1/2022,312
12/4/2022,313
12/5/2022,304.9
12/6/2022,302.3
12/7/2022,297.3
12/11/2022,298.9
12/12/2022,303
12/13/2022,304.3
12/14/2022,300
12/15/2022,297.9
12/18/2022,288
12/19/2022,294
12/20/2022,296
12/21/2022,291
12/22/2022,289
12/26/2022,305
12/27/2022,313
12/28/2022,312
12/29/2022,321.3
1/1/2023,317
1/2/2023,320
1/3/2023,317.3
1/4/2023,336
1/5/2023,335
1/8/2023,340
1/9/2023,353
1/10/2023,346.7
1/12/2023,340
1/17/2023,350.7
1/18/2023,351.5
1/19/2023,348
1/23/2023,341
1/24/2023,340
1/25/2023,343.3
1/26/2023,344.3
1/29/2023,340
1/30/2023,332
1/31/2023,333
2/1/2023,333
2/2/2023,328
2/5/2023,331
2/6/2023,332.4
2/7/2023,353.8
2/8/2023,350.9
2/9/2023,353
2/12/2023,344.8
2/14/2023,341.7
2/15/2023,339
2/16/2023,335
2/20/2023,330
2/22/2023,340
2/23/2023,331.2
2/26/2023,336.9
2/27/2023,340
2/28/2023,338
3/1/2023,334
3/2/2023,327.7
3/5/2023,324.1
3/7/2023,327.8
3/9/2023,338
3/12/2023,308.4
3/13/2023,305.8
3/14/2023,307.7
3/15/2023,302
3/16/2023,301
3/19/2023,297.1
3/20/2023,303
3/22/2023,300
3/23/2023,294.9
3/26/2023,285
3/27/2023,295
3/28/2023,296.9
3/29/2023,296
3/30/2023,296.5
4/2/2023,295.5
4/3/2023,292
4/4/2023,288
4/5/2023,290.7
4/6/2023,283.9
4/9/2023,278
4/10/2023,278.5
4/11/2023,286
4/12/2023,303
4/13/2023,294
4/16/2023,292
4/17/2023,290
4/18/2023,283.6
4/19/2023,292
4/20/2023,285.4
4/23/2023,281.1
4/24/2023,282.3
4/25/2023,289.4
4/26/2023,285
4/27/2023,285
4/30/2023,284
5/2/2023,280
5/3/2023,280
5/4/2023,279
5/7/2023,273.2
5/8/2023,278
5/9/2023,278
5/10/2023,273.9
5/11/2023,271.1
5/14/2023,268
5/15/2023,271.9
5/16/2023,274.7
5/17/2023,280
5/18/2023,288
5/21/2023,290
5/22/2023,290.6
5/23/2023,300
5/24/2023,303
5/28/2023,293
5/30/2023,282.1
5/31/2023,277
6/1/2023,282.7
6/4/2023,290.1
6/5/2023,289.5
6/6/2023,293
6/7/2023,295.9
6/8/2023,298
6/11/2023,315
6/12/2023,318.4
6/13/2023,319.2
6/14/2023,314
6/15/2023,311
6/18/2023,322
6/19/2023,327.5
6/20/2023,327
6/21/2023,322
6/22/2023,323.5
6/25/2023,337.9
6/26/2023,341
6/27/2023,344
6/28/2023,334
7/2/2023,320
7/3/2023,315
7/4/2023,319
7/5/2023,313
7/6/2023,311.4
7/9/2023,319.3
7/10/2023,319.9
7/11/2023,327
7/12/2023,331
7/13/2023,329
7/16/2023,322
7/17/2023,340
7/18/2023,334
7/19/2023,338.7
7/20/2023,337
7/23/2023,347
7/24/2023,338
7/25/2023,331
7/26/2023,329
7/27/2023,324
7/30/2023,318.9
7/31/2023,319
8/1/2023,313.9
8/2/2023,314.9
8/3/2023,315
8/6/2023,302
8/7/2023,306.5
8/8/2023,303
8/9/2023,309
8/10/2023,312.5
8/13/2023,315.1
8/14/2023,319.8
8/15/2023,311
8/16/2023,310.8
8/17/2023,314
8/20/2023,308
8/21/2023,303.1
8/22/2023,309
8/23/2023,314.9
8/24/2023,303
8/27/2023,305.8
8/28/2023,308.7
8/29/2023,305.9
8/30/2023,303
9/3/2023,300
9/4/2023,300.1
9/5/2023,300
9/7/2023,299
9/10/2023,300
9/11/2023,306.4
9/12/2023,303
9/13/2023,315
9/17/2023,302.6
9/18/2023,304.8
9/19/2023,309
9/21/2023,323
9/24/2023,317.8
9/25/2023,316
9/26/2023,320
9/27/2023,310.3
10/1/2023,309.9
10/2/2023,311.3
10/3/2023,307
10/4/2023,310
10/5/2023,306
10/8/2023,303
10/9/2023,301
10/10/2023,299
10/11/2023,297
10/12/2023,292.6
10/16/2023,292.9
10/17/2023,288.2
10/18/2023,292
10/19/2023,291.1
10/29/2023,285.5
10/30/2023,287
10/31/2023,284.1
11/1/2023,285
11/2/2023,284.9
11/5/2023,281
11/6/2023,283
11/7/2023,284.8
11/8/2023,283.8
11/9/2023,279
11/20/2023,281
11/21/2023,275
11/22/2023,279
11/23/2023,284
11/26/2023,295
11/27/2023,278.5
11/28/2023,280
11/29/2023,280
11/30/2023,273
12/3/2023,270.4
12/4/2023,269
12/5/2023,270
12/6/2023,270
12/7/2023,269
12/10/2023,290
12/11/2023,292
12/12/2023,302
12/13/2023,304
12/14/2023,311
12/17/2023,317
12/18/2023,330
12/19/2023,332
12/20/2023,330
12/21/2023,315.7
12/24/2023,307
12/27/2023,305
12/28/2023,305
1/1/2024,305
1/2/2024,300.1
1/3/2024,308.9
1/4/2024,300.4
1/7/2024,302
1/8/2024,306
1/9/2024,322
1/10/2024,319
1/11/2024,312.9
1/14/2024,320
1/16/2024,331
1/17/2024,326
1/18/2024,323.8
1/21/2024,310.9
1/22/2024,305
1/23/2024,302
1/24/2024,300.2
1/25/2024,299
1/28/2024,305.9
1/29/2024,306.6
1/30/2024,311
1/31/2024,303
2/1/2024,297.1
2/4/2024,301
2/5/2024,303.9
2/6/2024,307
2/7/2024,310
2/8/2024,311
2/11/2024,309
2/12/2024,308
2/13/2024,302
2/14/2024,314
2/15/2024,309
2/18/2024,300
2/20/2024,304.4
2/21/2024,301.8
2/22/2024,298.9
2/25/2024,292.2
2/26/2024,297
2/27/2024,296.2
2/28/2024,294
2/29/2024,290
3/3/2024,289
3/4/2024,310
3/5/2024,297
3/6/2024,295.9
3/7/2024,298
3/10/2024,306
3/12/2024,310.7
3/13/2024,309
3/14/2024,305.8
3/17/2024,307
3/18/2024,313.4
3/19/2024,312.8
3/20/2024,307.9
3/21/2024,305
3/25/2024,300.4
3/26/2024,301
3/27/2024,297.1
3/28/2024,298.9
3/31/2024,295
4/1/2024,294
4/2/2024,293
4/3/2024,291
4/4/2024,288.2
4/7/2024,302
4/9/2024,305.8
4/10/2024,298
4/14/2024,299
4/15/2024,296
4/16/2024,293
4/18/2024,290
4/21/2024,295.5
4/22/2024,293
4/24/2024,293.9
4/25/2024,289.3
4/28/2024,299.8
4/29/2024,306
4/30/2024,322
5/2/2024,315
5/5/2024,303
5/6/2024,305
5/7/2024,308
5/8/2024,307
5/9/2024,311.9
5/12/2024,318.1
5/13/2024,317
5/14/2024,325
5/15/2024,325.1
5/16/2024,318
5/19/2024,318.3
5/20/2024,316.2
5/21/2024,319
5/22/2024,322.6
5/26/2024,315
5/27/2024,320
5/29/2024,314
5/30/2024,314
6/2/2024,317
6/3/2024,314
6/4/2024,319
6/5/2024,316.9
6/6/2024,315.9
6/9/2024,308.2
6/10/2024,310
6/11/2024,316
6/12/2024,315.1
6/13/2024,320
6/16/2024,316.1
6/18/2024,313.2
6/19/2024,313.9
6/20/2024,308.3
6/23/2024,309
6/24/2024,316.9
6/25/2024,318.5
6/26/2024,314
6/27/2024,311.7
6/30/2024,308
7/1/2024,322.5
7/2/2024,319
7/3/2024,328.9
7/4/2024,350
7/7/2024,348
7/8/2024,348
7/9/2024,359
7/10/2024,358
7/11/2024,359
7/14/2024,355
7/15/2024,349
7/16/2024,366.9
7/17/2024,374.6
7/18/2024,383
7/21/2024,387.9
7/22/2024,379.1
7/23/2024,398
7/24/2024,386.9
7/25/2024,385.1
7/28/2024,406
7/29/2024,399
7/30/2024,421
7/31/2024,457.5
8/1/2024,464.5
8/5/2024,465
8/6/2024,440.9
8/7/2024,462.2
8/8/2024,457.8
8/11/2024,469
8/12/2024,474
8/13/2024,461
8/14/2024,480
8/15/2024,485
8/18/2024,465
8/21/2024,458.5
8/22/2024,480
8/25/2024,467
8/27/2024,445
8/28/2024,433.2
8/29/2024,431
9/1/2024,416
9/2/2024,443
9/3/2024,459.9
9/4/2024,440
9/5/2024,444
9/8/2024,431
9/9/2024,420.1
9/10/2024,417
9/11/2024,415
9/12/2024,432
9/15/2024,422
9/16/2024,411.3
9/18/2024,409.8
9/22/2024,415.9
9/23/2024,402
9/24/2024,392
9/25/2024,406
9/26/2024,407
9/29/2024,399
9/30/2024,410
10/1/2024,428
10/2/2024,417
10/6/2024,426.6
10/7/2024,436
10/8/2024,430.9
10/9/2024,422.8
10/15/2024,426.9
10/16/2024,436
10/17/2024,436
10/20/2024,425.3
10/21/2024,415
10/22/2024,420
10/23/2024,417
10/24/2024,409
10/27/2024,412
10/28/2024,420
10/29/2024,429
10/30/2024,427
11/5/2024,422.9
11/6/2024,423
11/10/2024,440
11/11/2024,440
11/12/2024,442
11/13/2024,446.8
11/14/2024,454.8
11/17/2024,456
11/19/2024,444
11/20/2024,460
11/21/2024,461
11/24/2024,450
11/25/2024,448.9
11/26/2024,453
11/27/2024,461
11/28/2024,469
12/1/2024,477
12/2/2024,464.9
12/3/2024,465.9
12/4/2024,452
12/5/2024,447.3
12/8/2024,443
12/9/2024,441
12/10/2024,444
12/11/2024,453
12/12/2024,441
12/16/2024,421
12/17/2024,419
12/18/2024,419
12/19/2024,414
12/22/2024,404.9
12/23/2024,413
12/24/2024,413
12/26/2024,407
12/29/2024,402
12/31/2024,386
1/1/2025,380
1/2/2025,390.1
1/5/2025,387
1/6/2025,402
1/7/2025,402.9
1/8/2025,411
1/9/2025,400
1/12/2025,395
1/13/2025,393
1/15/2025,392
1/16/2025,385.7
1/19/2025,383.9
1/20/2025,386.5
1/21/2025,390
1/22/2025,401
1/23/2025,396
1/26/2025,388.1
1/27/2025,386.9
1/28/2025,405.9
2/2/2025,420.9
2/3/2025,416.1
2/4/2025,409.7
2/5/2025,405.5
2/6/2025,406.8
2/9/2025,402
2/10/2025,399
2/11/2025,403.5
2/12/2025,415
2/13/2025,406.1
2/16/2025,407.9
